,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2001-03-06,13.078125,14.0,11.25,11.875,11.875,23191500,AMZN,-1.4872643,11.640000343322754,0.0,13.362264275550842
2001-03-08,11.9375,12.0,11.625,11.6875,11.6875,4957600,AMZN,-1.6288884,10.0,0.0,13.316388368606567
2001-03-09,11.4375,12.5,11.375,12.25,12.25,8856700,AMZN,-1.4136413,10.229999542236328,0.0,13.663641333580017
2001-03-16,10.625,11.0625,10.25,11.0,11.0,6984200,AMZN,0.13971266,8.369999885559082,0.0,10.860287338495255
2001-03-29,10.569999694824219,11.029999732971191,10.0,10.0,10.0,4638400,AMZN,-0.72400403,15.77999973297119,-10.724004030227661,0.0
2001-03-30,10.119999885559082,10.84000015258789,9.90999984741211,10.229999542236328,10.229999542236328,3558400,AMZN,-0.87603676,16.200000762939453,-11.106036305427551,0.0
2001-04-05,9.020000457763672,9.300000190734863,8.720000267028809,9.119999885559082,9.119999885559082,5424200,AMZN,-2.5815022,15.270000457763674,-11.701502084732056,0.0
2001-04-12,13.050000190734863,15.010000228881836,13.0,14.670000076293945,14.670000076293945,11530000,AMZN,-3.2246525,17.559999465942383,-17.894652605056763,0.0
2001-04-17,13.8100004196167,14.869999885559082,13.75,14.739999771118164,14.739999771118164,5073500,AMZN,-1.7011503,16.18000030517578,-16.441150069236755,0.0
2001-04-18,15.65999984741211,18.15999984741211,15.550000190734863,16.540000915527344,16.540000915527344,19555000,AMZN,-0.79480624,15.010000228881834,0.0,17.33480715751648
2001-05-09,15.550000190734863,15.65999984741211,15.0,15.010000228881836,15.010000228881836,4671000,AMZN,5.7874513,16.690000534057617,-9.222548961639404,0.0
2001-05-14,14.529999732971191,14.529999732971191,13.15999984741211,13.329999923706055,13.329999923706055,6194200,AMZN,4.517766,16.440000534057617,-8.812233924865723,0.0
2001-05-25,16.649999618530273,17.530000686645508,16.3700008392334,17.09000015258789,17.09000015258789,6928700,AMZN,2.9767537,11.829999923706055,0.0,14.113246440887451
