,adjclose
2020-02-07,23827.98046875
2020-02-10,23685.98046875
2020-02-12,23861.2109375
2020-02-13,23827.73046875
2020-02-14,23687.58984375
2020-02-17,23523.240234375
2020-02-18,23193.80078125
2020-02-19,23400.69921875
2020-02-20,23479.150390625
2020-02-21,23386.740234375
2020-02-25,22605.41015625
2020-02-26,22426.189453125
2020-02-27,21948.23046875
2020-02-28,21142.9609375
2020-03-02,21344.080078125
2020-03-03,21082.73046875
2020-03-04,21100.060546875
2020-03-05,21329.119140625
2020-03-06,20749.75
2020-03-09,19698.759765625
2020-03-10,19867.119140625
2020-03-11,19416.060546875
2020-03-12,18559.630859375
2020-03-13,17431.05078125
2020-03-16,17002.0390625
2020-03-17,17011.529296875
2020-03-18,16726.55078125
2020-03-19,16552.830078125
2020-03-23,16887.779296875
2020-03-24,18092.349609375
2020-03-25,19546.630859375
2020-03-26,18664.599609375
2020-03-27,19389.4296875
2020-03-30,19084.970703125
2020-03-31,18917.009765625
2020-04-01,18065.41015625
2020-04-02,17818.720703125
2020-04-03,17820.189453125
2020-04-06,18576.30078125
2020-04-07,18950.1796875
2020-04-08,19353.240234375
2020-04-09,19345.76953125
2020-04-10,19498.5
2020-04-13,19043.400390625
2020-04-14,19638.810546875
2020-04-15,19550.08984375
2020-04-16,19290.19921875
2020-04-17,19897.259765625
2020-04-20,19669.119140625
2020-04-21,19280.779296875
2020-04-22,19137.94921875
2020-04-23,19429.439453125
2020-04-24,19262.0
2020-04-27,19783.220703125
2020-04-28,19771.189453125
2020-04-30,20193.689453125
2020-05-01,19619.349609375
2020-05-07,19674.76953125
2020-05-08,20179.08984375
2020-05-11,20390.66015625
2020-05-12,20366.48046875
2020-05-13,20267.05078125
2020-05-14,19914.779296875
2020-05-15,20037.470703125
2020-05-18,20133.73046875
2020-05-19,20433.44921875
2020-05-20,20595.150390625
2020-05-21,20552.310546875
2020-05-22,20388.16015625
2020-05-25,20741.650390625
2020-05-26,21271.169921875
2020-05-27,21419.23046875
2020-05-28,21916.310546875
2020-05-29,21877.890625
2020-06-01,22062.390625
2020-06-02,22325.609375
2020-06-03,22613.759765625
2020-06-04,22695.740234375
2020-06-05,22863.73046875
2020-06-08,23178.099609375
2020-06-09,23091.029296875
2020-06-10,23124.94921875
2020-06-11,22472.91015625
2020-06-12,22305.48046875
2020-06-15,21530.94921875
2020-06-16,22582.2109375
2020-06-17,22455.759765625
2020-06-18,22355.4609375
2020-06-19,22478.7890625
2020-06-22,22437.26953125
2020-06-23,22549.05078125
2020-06-24,22534.3203125
2020-06-25,22259.7890625
2020-06-26,22512.080078125
2020-06-29,21995.0390625
2020-06-30,22288.140625
2020-07-01,22121.73046875
2020-07-02,22145.9609375
2020-07-03,22306.48046875
2020-07-06,22714.439453125
2020-07-07,22614.689453125
2020-07-08,22438.650390625
2020-07-09,22529.2890625
2020-07-10,22290.810546875
2020-07-13,22784.740234375
2020-07-14,22587.009765625
2020-07-15,22945.5
2020-07-16,22770.359375
2020-07-17,22696.419921875
2020-07-20,22717.48046875
2020-07-21,22884.220703125
2020-07-22,22751.609375
2020-07-27,22715.849609375
2020-07-28,22657.380859375
2020-07-29,22397.109375
2020-07-30,22339.23046875
2020-07-31,21710.0
2020-08-03,22195.380859375
2020-08-04,22573.66015625
2020-08-05,22514.849609375
2020-08-06,22418.150390625
2020-08-07,22329.939453125
2020-08-11,22750.240234375
2020-08-12,22843.9609375
2020-08-13,23249.609375
2020-08-14,23289.359375
2020-08-17,23096.75
2020-08-18,23051.080078125
2020-08-19,23110.609375
2020-08-20,22880.619140625
2020-08-21,22920.30078125
2020-08-24,22985.509765625
2020-08-25,23296.76953125
2020-08-26,23290.859375
2020-08-27,23208.859375
2020-08-28,22882.650390625
2020-08-31,23139.759765625
2020-09-01,23138.0703125
2020-09-02,23247.150390625
2020-09-03,23465.529296875
2020-09-04,23205.4296875
2020-09-07,23089.94921875
2020-09-08,23274.130859375
2020-09-09,23032.5390625
2020-09-10,23235.470703125
2020-09-11,23406.490234375
2020-09-14,23559.30078125
2020-09-15,23454.890625
2020-09-16,23475.529296875
2020-09-17,23319.369140625
2020-09-18,23360.30078125
2020-09-23,23346.490234375
2020-09-24,23087.8203125
2020-09-25,23204.619140625
2020-09-28,23511.619140625
2020-09-29,23539.099609375
2020-09-30,23185.119140625
2020-10-02,23029.900390625
2020-10-05,23312.140625
2020-10-06,23433.73046875
2020-10-07,23422.8203125
2020-10-08,23647.0703125
2020-10-09,23619.689453125
2020-10-12,23558.689453125
2020-10-13,23601.779296875
2020-10-14,23626.73046875
2020-10-15,23507.23046875
2020-10-16,23410.630859375
2020-10-19,23671.130859375
2020-10-20,23567.0390625
2020-10-21,23639.4609375
2020-10-22,23474.26953125
2020-10-23,23516.58984375
2020-10-26,23494.33984375
2020-10-27,23485.80078125
2020-10-28,23418.509765625
2020-10-29,23331.939453125
2020-10-30,22977.130859375
2020-11-02,23295.48046875
2020-11-04,23695.23046875
2020-11-05,24105.279296875
2020-11-06,24325.23046875
2020-11-09,24839.83984375
2020-11-10,24905.58984375
2020-11-11,25349.599609375
2020-11-12,25520.880859375
2020-11-13,25385.869140625
2020-11-16,25906.9296875
2020-11-17,26014.619140625
2020-11-18,25728.140625
2020-11-19,25634.33984375
2020-11-20,25527.369140625
2020-11-24,26165.58984375
2020-11-25,26296.859375
2020-11-26,26537.310546875
2020-11-27,26644.7109375
2020-11-30,26433.619140625
2020-12-01,26787.5390625
2020-12-02,26800.98046875
2020-12-03,26809.369140625
2020-12-04,26751.240234375
2020-12-07,26547.439453125
2020-12-08,26467.080078125
2020-12-09,26817.939453125
2020-12-10,26756.240234375
2020-12-11,26652.51953125
2020-12-14,26732.439453125
2020-12-15,26687.83984375
2020-12-16,26757.400390625
2020-12-17,26806.669921875
2020-12-18,26763.390625
2020-12-21,26714.419921875
2020-12-22,26436.390625
2020-12-23,26524.7890625
2020-12-24,26668.349609375
2020-12-25,26656.609375
2020-12-28,26854.029296875
2020-12-29,27568.150390625
